Numero di conferimento;Data del prelievo;Data di conferimento/accettazione;Data di registrazione;Data Carico Analisi;Data Inizio Analisi;Data Fine Analisi;Data ultimo Rdp emesso;Nr. di campioni accettati;Totale esami eseguiti;Anno di accettazione;Trimestre di registrazione;Mese di registrazione;Anno di registrazione;Trimestre di accettazione;Mese di accettazione;Anno di prelievo;Trimestre di prelievo;Mese di prelievo
8802;13/01/2009 00.00.00;14/01/2009 00.00.00;15/01/2009 00.00.00;;20/01/2009 00.00.00;21/01/2009 00.00.00;21/01/2009 00.00.00;5;5;2009;1;1;2009;1;1;2009;1;1
8804;13/01/2009 00.00.00;14/01/2009 00.00.00;15/01/2009 00.00.00;;20/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;10;10;2009;1;1;2009;1;1;2009;1;1
8807;13/01/2009 00.00.00;14/01/2009 00.00.00;15/01/2009 00.00.00;;20/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;3;3;2009;1;1;2009;1;1;2009;1;1
8808;13/01/2009 00.00.00;14/01/2009 00.00.00;15/01/2009 00.00.00;;20/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
8810;14/01/2009 00.00.00;14/01/2009 00.00.00;15/01/2009 00.00.00;;20/01/2009 00.00.00;21/01/2009 00.00.00;21/01/2009 00.00.00;8;8;2009;1;1;2009;1;1;2009;1;1
8991;13/01/2009 00.00.00;14/01/2009 00.00.00;15/01/2009 00.00.00;;20/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;12;12;2009;1;1;2009;1;1;2009;1;1
10665;13/01/2009 00.00.00;16/01/2009 00.00.00;16/01/2009 00.00.00;;20/01/2009 00.00.00;20/01/2009 00.00.00;23/01/2009 00.00.00;3;3;2009;1;1;2009;1;1;2009;1;1
10667;12/01/2009 00.00.00;16/01/2009 00.00.00;16/01/2009 00.00.00;;20/01/2009 00.00.00;20/01/2009 00.00.00;23/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
10668;14/01/2009 00.00.00;16/01/2009 00.00.00;16/01/2009 00.00.00;;20/01/2009 00.00.00;20/01/2009 00.00.00;23/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
10940;17/01/2009 00.00.00;17/01/2009 00.00.00;19/01/2009 00.00.00;;20/01/2009 00.00.00;20/01/2009 00.00.00;23/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
11621;19/01/2009 00.00.00;19/01/2009 00.00.00;19/01/2009 00.00.00;;20/01/2009 00.00.00;20/01/2009 00.00.00;23/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
13594;19/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;;22/01/2009 00.00.00;22/01/2009 00.00.00;26/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
13599;16/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;;22/01/2009 00.00.00;22/01/2009 00.00.00;27/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
13604;16/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;;22/01/2009 00.00.00;22/01/2009 00.00.00;26/01/2009 00.00.00;3;3;2009;1;1;2009;1;1;2009;1;1
13606;19/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;;22/01/2009 00.00.00;22/01/2009 00.00.00;26/01/2009 00.00.00;6;6;2009;1;1;2009;1;1;2009;1;1
13608;16/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;;22/01/2009 00.00.00;22/01/2009 00.00.00;26/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
13609;19/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;;22/01/2009 00.00.00;22/01/2009 00.00.00;27/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
13612;16/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;;22/01/2009 00.00.00;22/01/2009 00.00.00;26/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
139236;04/06/2009 00.00.00;05/06/2009 00.00.00;05/06/2009 00.00.00;;09/06/2009 00.00.00;09/06/2009 00.00.00;11/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
139241;05/06/2009 00.00.00;05/06/2009 00.00.00;05/06/2009 00.00.00;;09/06/2009 00.00.00;09/06/2009 00.00.00;11/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
139243;03/06/2009 00.00.00;05/06/2009 00.00.00;05/06/2009 00.00.00;;09/06/2009 00.00.00;10/06/2009 00.00.00;11/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
140514;05/06/2009 00.00.00;08/06/2009 00.00.00;08/06/2009 00.00.00;;11/06/2009 00.00.00;11/06/2009 00.00.00;15/06/2009 00.00.00;3;3;2009;2;6;2009;2;6;2009;2;6
140670;05/06/2009 00.00.00;08/06/2009 00.00.00;08/06/2009 00.00.00;;11/06/2009 00.00.00;11/06/2009 00.00.00;15/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
141707;08/06/2009 00.00.00;09/06/2009 00.00.00;09/06/2009 00.00.00;;11/06/2009 00.00.00;11/06/2009 00.00.00;15/06/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
141708;08/06/2009 00.00.00;09/06/2009 00.00.00;09/06/2009 00.00.00;;11/06/2009 00.00.00;11/06/2009 00.00.00;15/06/2009 00.00.00;4;4;2009;2;6;2009;2;6;2009;2;6
141759;09/06/2009 00.00.00;09/06/2009 00.00.00;09/06/2009 00.00.00;;11/06/2009 00.00.00;11/06/2009 00.00.00;15/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
141760;05/06/2009 00.00.00;09/06/2009 00.00.00;09/06/2009 00.00.00;;11/06/2009 00.00.00;11/06/2009 00.00.00;15/06/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
142317;08/06/2009 00.00.00;09/06/2009 00.00.00;09/06/2009 00.00.00;;11/06/2009 00.00.00;11/06/2009 00.00.00;15/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
142321;08/06/2009 00.00.00;09/06/2009 00.00.00;09/06/2009 00.00.00;;11/06/2009 00.00.00;11/06/2009 00.00.00;15/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
143702;09/06/2009 00.00.00;10/06/2009 00.00.00;10/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;16/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
143720;05/06/2009 00.00.00;10/06/2009 00.00.00;10/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;16/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
143732;03/06/2009 00.00.00;10/06/2009 00.00.00;10/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;16/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
143733;08/06/2009 00.00.00;10/06/2009 00.00.00;10/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;16/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
143734;09/06/2009 00.00.00;10/06/2009 00.00.00;10/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;16/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
143736;09/06/2009 00.00.00;10/06/2009 00.00.00;10/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;16/06/2009 00.00.00;3;3;2009;2;6;2009;2;6;2009;2;6
143738;10/06/2009 00.00.00;10/06/2009 00.00.00;10/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;16/06/2009 00.00.00;3;3;2009;2;6;2009;2;6;2009;2;6
143740;10/06/2009 00.00.00;10/06/2009 00.00.00;10/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;16/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
146134;10/06/2009 00.00.00;12/06/2009 00.00.00;12/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;18/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
146137;12/06/2009 00.00.00;12/06/2009 00.00.00;12/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;18/06/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
146372;12/06/2009 00.00.00;12/06/2009 00.00.00;12/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;18/06/2009 00.00.00;5;5;2009;2;6;2009;2;6;2009;2;6
146373;12/06/2009 00.00.00;12/06/2009 00.00.00;12/06/2009 00.00.00;;16/06/2009 00.00.00;16/06/2009 00.00.00;18/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
148527;15/06/2009 00.00.00;15/06/2009 00.00.00;16/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
148528;11/06/2009 00.00.00;15/06/2009 00.00.00;16/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
148530;11/06/2009 00.00.00;15/06/2009 00.00.00;16/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
148533;15/06/2009 00.00.00;15/06/2009 00.00.00;16/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;24/06/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
148535;15/06/2009 00.00.00;16/06/2009 00.00.00;16/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
150787;16/06/2009 00.00.00;17/06/2009 00.00.00;18/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
150790;15/06/2009 00.00.00;17/06/2009 00.00.00;18/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
150804;16/06/2009 00.00.00;17/06/2009 00.00.00;18/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
150808;16/06/2009 00.00.00;17/06/2009 00.00.00;18/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
150822;16/06/2009 00.00.00;17/06/2009 00.00.00;18/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
152958;18/06/2009 00.00.00;19/06/2009 00.00.00;19/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;25/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
152960;19/06/2009 00.00.00;19/06/2009 00.00.00;19/06/2009 00.00.00;;23/06/2009 00.00.00;23/06/2009 00.00.00;25/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
153889;19/06/2009 00.00.00;22/06/2009 00.00.00;22/06/2009 00.00.00;;25/06/2009 00.00.00;25/06/2009 00.00.00;29/06/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
155451;22/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;;25/06/2009 00.00.00;25/06/2009 00.00.00;29/06/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
155452;22/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;;25/06/2009 00.00.00;25/06/2009 00.00.00;29/06/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
155767;22/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;;25/06/2009 00.00.00;25/06/2009 00.00.00;29/06/2009 00.00.00;4;4;2009;2;6;2009;2;6;2009;2;6
155768;23/06/2009 00.00.00;23/06/2009 00.00.00;23/06/2009 00.00.00;;25/06/2009 00.00.00;25/06/2009 00.00.00;29/06/2009 00.00.00;5;5;2009;2;6;2009;2;6;2009;2;6
158954;25/06/2009 00.00.00;26/06/2009 00.00.00;26/06/2009 00.00.00;;30/06/2009 00.00.00;30/06/2009 00.00.00;02/07/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
158956;25/06/2009 00.00.00;26/06/2009 00.00.00;26/06/2009 00.00.00;;30/06/2009 00.00.00;30/06/2009 00.00.00;02/07/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
158961;25/06/2009 00.00.00;26/06/2009 00.00.00;26/06/2009 00.00.00;;30/06/2009 00.00.00;30/06/2009 00.00.00;02/07/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
158962;26/06/2009 00.00.00;26/06/2009 00.00.00;26/06/2009 00.00.00;;30/06/2009 00.00.00;30/06/2009 00.00.00;02/07/2009 00.00.00;26;26;2009;2;6;2009;2;6;2009;2;6
159388;26/06/2009 00.00.00;26/06/2009 00.00.00;29/06/2009 00.00.00;;30/06/2009 00.00.00;30/06/2009 00.00.00;02/07/2009 00.00.00;18;18;2009;2;6;2009;2;6;2009;2;6
161443;26/06/2009 00.00.00;30/06/2009 00.00.00;30/06/2009 00.00.00;;02/07/2009 00.00.00;02/07/2009 00.00.00;06/07/2009 00.00.00;15;15;2009;2;6;2009;2;6;2009;2;6
161445;26/06/2009 00.00.00;30/06/2009 00.00.00;30/06/2009 00.00.00;;02/07/2009 00.00.00;02/07/2009 00.00.00;06/07/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
161449;29/06/2009 00.00.00;30/06/2009 00.00.00;30/06/2009 00.00.00;;02/07/2009 00.00.00;02/07/2009 00.00.00;06/07/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
161451;26/06/2009 00.00.00;30/06/2009 00.00.00;30/06/2009 00.00.00;;02/07/2009 00.00.00;02/07/2009 00.00.00;06/07/2009 00.00.00;2;2;2009;2;6;2009;2;6;2009;2;6
161452;26/06/2009 00.00.00;30/06/2009 00.00.00;30/06/2009 00.00.00;;02/07/2009 00.00.00;02/07/2009 00.00.00;06/07/2009 00.00.00;3;3;2009;2;6;2009;2;6;2009;2;6
161456;29/06/2009 00.00.00;30/06/2009 00.00.00;30/06/2009 00.00.00;;02/07/2009 00.00.00;02/07/2009 00.00.00;06/07/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
161457;29/06/2009 00.00.00;30/06/2009 00.00.00;30/06/2009 00.00.00;;02/07/2009 00.00.00;02/07/2009 00.00.00;06/07/2009 00.00.00;1;1;2009;2;6;2009;2;6;2009;2;6
162465;30/06/2009 00.00.00;01/07/2009 00.00.00;01/07/2009 00.00.00;;07/07/2009 00.00.00;07/07/2009 00.00.00;08/07/2009 00.00.00;2;2;2009;3;7;2009;3;7;2009;2;6
206770;27/08/2010 00.00.00;28/08/2010 00.00.00;28/08/2010 00.00.00;;30/08/2010 00.00.00;30/08/2010 00.00.00;02/09/2010 00.00.00;2;2;2010;3;8;2010;3;8;2010;3;8
207863;30/08/2010 00.00.00;30/08/2010 00.00.00;31/08/2010 00.00.00;;02/09/2010 00.00.00;02/09/2010 00.00.00;06/09/2010 00.00.00;4;4;2010;3;8;2010;3;8;2010;3;8
210378;27/08/2010 00.00.00;01/09/2010 00.00.00;02/09/2010 00.00.00;;07/09/2010 00.00.00;07/09/2010 00.00.00;07/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;8
210381;01/09/2010 00.00.00;01/09/2010 00.00.00;02/09/2010 00.00.00;;07/09/2010 00.00.00;07/09/2010 00.00.00;07/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
211027;30/08/2010 00.00.00;01/09/2010 00.00.00;02/09/2010 00.00.00;;07/09/2010 00.00.00;07/09/2010 00.00.00;07/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;8
212280;01/09/2010 00.00.00;03/09/2010 00.00.00;06/09/2010 00.00.00;;07/09/2010 00.00.00;07/09/2010 00.00.00;10/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
212290;01/09/2010 00.00.00;03/09/2010 00.00.00;06/09/2010 00.00.00;;07/09/2010 00.00.00;07/09/2010 00.00.00;10/09/2010 00.00.00;4;4;2010;3;9;2010;3;9;2010;3;9
212299;03/09/2010 00.00.00;03/09/2010 00.00.00;06/09/2010 00.00.00;;07/09/2010 00.00.00;07/09/2010 00.00.00;10/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
212310;31/08/2010 00.00.00;03/09/2010 00.00.00;06/09/2010 00.00.00;;07/09/2010 00.00.00;07/09/2010 00.00.00;10/09/2010 00.00.00;2;2;2010;3;9;2010;3;9;2010;3;8
214837;07/09/2010 00.00.00;07/09/2010 00.00.00;08/09/2010 00.00.00;;09/09/2010 00.00.00;09/09/2010 00.00.00;13/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
214903;06/09/2010 00.00.00;07/09/2010 00.00.00;08/09/2010 00.00.00;;09/09/2010 00.00.00;09/09/2010 00.00.00;13/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
214919;06/09/2010 00.00.00;07/09/2010 00.00.00;08/09/2010 00.00.00;;09/09/2010 00.00.00;09/09/2010 00.00.00;13/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
214931;01/09/2010 00.00.00;07/09/2010 00.00.00;08/09/2010 00.00.00;;09/09/2010 00.00.00;09/09/2010 00.00.00;13/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
214942;06/09/2010 00.00.00;07/09/2010 00.00.00;08/09/2010 00.00.00;;09/09/2010 00.00.00;09/09/2010 00.00.00;13/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
214956;07/09/2010 00.00.00;07/09/2010 00.00.00;08/09/2010 00.00.00;;09/09/2010 00.00.00;09/09/2010 00.00.00;13/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
214958;07/09/2010 00.00.00;07/09/2010 00.00.00;08/09/2010 00.00.00;;09/09/2010 00.00.00;09/09/2010 00.00.00;13/09/2010 00.00.00;2;2;2010;3;9;2010;3;9;2010;3;9
217133;08/09/2010 00.00.00;09/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;12;11;2010;3;9;2010;3;9;2010;3;9
217705;07/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;2;2;2010;3;9;2010;3;9;2010;3;9
217711;09/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
217712;07/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
217719;07/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
217732;09/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;5;5;2010;3;9;2010;3;9;2010;3;9
217747;10/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;24/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
217761;08/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
217765;09/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
217771;09/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
217777;10/09/2010 00.00.00;10/09/2010 00.00.00;10/09/2010 00.00.00;;14/09/2010 00.00.00;14/09/2010 00.00.00;16/09/2010 00.00.00;2;2;2010;3;9;2010;3;9;2010;3;9
220169;13/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;65;65;2010;3;9;2010;3;9;2010;3;9
220178;13/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;118;118;2010;3;9;2010;3;9;2010;3;9
220271;13/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;4;4;2010;3;9;2010;3;9;2010;3;9
220275;13/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;3;3;2010;3;9;2010;3;9;2010;3;9
220325;13/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
220332;10/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
220338;10/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;6;6;2010;3;9;2010;3;9;2010;3;9
220341;13/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
220345;13/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;2;2;2010;3;9;2010;3;9;2010;3;9
220348;10/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
220356;10/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
220363;10/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;2;2;2010;3;9;2010;3;9;2010;3;9
220368;10/09/2010 00.00.00;14/09/2010 00.00.00;14/09/2010 00.00.00;;16/09/2010 00.00.00;16/09/2010 00.00.00;20/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
221769;14/09/2010 00.00.00;15/09/2010 00.00.00;15/09/2010 00.00.00;;21/09/2010 00.00.00;21/09/2010 00.00.00;21/09/2010 00.00.00;10;10;2010;3;9;2010;3;9;2010;3;9
222855;14/09/2010 00.00.00;16/09/2010 00.00.00;16/09/2010 00.00.00;;21/09/2010 00.00.00;21/09/2010 00.00.00;21/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
222884;16/09/2010 00.00.00;16/09/2010 00.00.00;16/09/2010 00.00.00;;21/09/2010 00.00.00;21/09/2010 00.00.00;21/09/2010 00.00.00;2;2;2010;3;9;2010;3;9;2010;3;9
222889;13/09/2010 00.00.00;16/09/2010 00.00.00;16/09/2010 00.00.00;;21/09/2010 00.00.00;21/09/2010 00.00.00;21/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
222893;14/09/2010 00.00.00;16/09/2010 00.00.00;16/09/2010 00.00.00;;21/09/2010 00.00.00;21/09/2010 00.00.00;21/09/2010 00.00.00;1;1;2010;3;9;2010;3;9;2010;3;9
13615;19/01/2009 00.00.00;20/01/2009 00.00.00;21/01/2009 00.00.00;;22/01/2009 00.00.00;22/01/2009 00.00.00;26/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
14546;20/01/2009 00.00.00;21/01/2009 00.00.00;21/01/2009 00.00.00;;27/01/2009 00.00.00;27/01/2009 00.00.00;27/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
14547;20/01/2009 00.00.00;21/01/2009 00.00.00;21/01/2009 00.00.00;;27/01/2009 00.00.00;27/01/2009 00.00.00;27/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
17444;22/01/2009 00.00.00;23/01/2009 00.00.00;26/01/2009 00.00.00;;27/01/2009 00.00.00;27/01/2009 00.00.00;30/01/2009 00.00.00;8;8;2009;1;1;2009;1;1;2009;1;1
17447;21/01/2009 00.00.00;23/01/2009 00.00.00;26/01/2009 00.00.00;;27/01/2009 00.00.00;27/01/2009 00.00.00;30/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
17448;22/01/2009 00.00.00;23/01/2009 00.00.00;26/01/2009 00.00.00;;27/01/2009 00.00.00;27/01/2009 00.00.00;02/02/2009 00.00.00;3;3;2009;1;1;2009;1;1;2009;1;1
17451;23/01/2009 00.00.00;24/01/2009 00.00.00;26/01/2009 00.00.00;;27/01/2009 00.00.00;27/01/2009 00.00.00;30/01/2009 00.00.00;1;1;2009;1;1;2009;1;1;2009;1;1
17454;23/01/2009 00.00.00;26/01/2009 00.00.00;26/01/2009 00.00.00;;27/01/2009 00.00.00;27/01/2009 00.00.00;30/01/2009 00.00.00;5;5;2009;1;1;2009;1;1;2009;1;1
17458;23/01/2009 00.00.00;26/01/2009 00.00.00;26/01/2009 00.00.00;;27/01/2009 00.00.00;27/01/2009 00.00.00;03/02/2009 00.00.00;2;2;2009;1;1;2009;1;1;2009;1;1
17707;26/01/2009 00.00.00;26/01/2009 00.00.00;26/01/2009 00.00.00;;27/01/2009 00.00.00;27/01/2009 00.00.00;30/01/2009 00.00.00;3;3;2009;1;1;2009;1;1;2009;1;1
20087;23/01/2009 00.00.00;27/01/2009 00.00.00;28/01/2009 00.00.00;;29/01/2009 00.00.00;29/01/2009 00.00.00;02/02/2009 00.00.00;9;9;2009;1;1;2009;1;1;2009;1;1
20330;23/01/2009 00.00.00;27/01/2009 00.00.00;28/01/2009 00.00.00;;29/01/2009 00.00.00;29/01/2009 00.00.00;02/02/2009 00.00.00;42;42;2009;1;1;2009;1;1;2009;1;1
20333;26/01/2009 00.00.00;27/01/2009 00.00.00;28/01/2009 00.00.00;;29/01/2009 00.00.00;29/01/2009 00.00.00;02/02/2009 00.00.00;4;4;2009;1;1;2009;1;1;2009;1;1
